Név,Dátum,Utolsó ár,Forgalom (db),Forgalom (HUF érték),Forgalom (EUR érték),Kötések száma,Nyitó ár,Minimum ár,Maximum ár,Deviza,Átlag ár,Kapitalizáció
AAA,2012.03.28.,210.0,475.0,99750.0,341.42250821467684,1,210.0,210.0,210.0,HUF,210.0,1.422915375E10
AAA,2012.03.29.,225.0,9785.0,2207720.0,7533.852033852033,15,217.0,217.0,230.0,HUF,225.62289218191108,1.5245521875E10
AAA,2012.03.30.,,,,,,,,,HUF,,1.5245521875E10
AAA,2012.04.02.,207.0,1900.0,402100.0,1368.5715258160035,4,218.0,207.0,218.0,HUF,211.6315789473684,1.4025880125E10
AAA,2012.04.03.,211.0,774.0,163914.0,556.9622833843017,5,211.0,211.0,213.0,HUF,211.7751937984496,1.4296911625E10
AAA,2012.04.04.,210.0,175.0,36750.0,124.56360370131853,2,210.0,210.0,210.0,HUF,210.0,1.422915375E10
AAA,2012.04.05.,,,,,,,,,HUF,,1.422915375E10
AAA,2012.04.10.,211.0,996.0,210156.0,709.5789580308606,2,211.0,211.0,211.0,HUF,211.0,1.4296911625E10
AAA,2012.04.11.,211.0,1192.0,251712.0,841.2553056381806,4,212.0,211.0,212.0,HUF,211.16778523489933,1.4296911625E10
AAA,2012.04.12.,222.0,6047.0,1331375.0,4477.768809067366,12,218.0,218.0,223.0,HUF,220.1711592525219,1.504224825E10
AAA,2012.04.13.,221.0,1724.0,381888.0,1284.1319479471401,4,222.0,221.0,222.0,HUF,221.51276102088167,1.4974490375E10
AAA,2012.04.16.,,,,,,,,,HUF,,1.4974490375E10
AAA,2012.04.17.,215.0,200.0,43000.0,144.34858504817214,2,215.0,215.0,215.0,HUF,215.0,1.4567943125E10
AAA,2012.04.18.,214.0,50.0,10700.0,36.01117356039444,1,214.0,214.0,214.0,HUF,214.0,1.450018525E10
AAA,2012.04.19.,214.0,120.0,25680.0,86.26423460646981,1,214.0,214.0,214.0,HUF,214.0,1.450018525E10
AAA,2012.04.20.,,,,,,,,,HUF,,1.450018525E10
AAA,2012.04.23.,,,,,,,,,HUF,,1.450018525E10
AAA,2012.04.24.,,,,,,,,,HUF,,1.450018525E10
AAA,2012.04.25.,214.0,123.0,26322.0,90.09755262707515,1,214.0,214.0,214.0,HUF,214.0,1.450018525E10
AAA,2012.04.26.,,,,,,,,,HUF,,1.450018525E10
AAA,2012.04.27.,,,,,,,,,HUF,,1.450018525E10
AAA,2012.05.02.,211.0,15210.0,3210018.0,11298.504100524444,6,212.0,211.0,212.0,HUF,211.0465483234714,1.4296911625E10
AAA,2012.05.03.,,,,,,,,,HUF,,1.4296911625E10
AAA,2012.05.04.,,,,,,,,,HUF,,1.4296911625E10
AAA,2012.05.07.,201.0,3.0,603.0,2.102510460251046,2,201.0,201.0,201.0,HUF,201.0,1.3619332875E10
AAA,2012.05.08.,,,,,,,,,HUF,,1.3619332875E10
AAA,2012.05.09.,202.0,8459.0,1708718.0,5927.902862098873,4,202.0,202.0,202.0,HUF,202.0,1.368709075E10
AAA,2012.05.10.,,,,,,,,,HUF,,1.368709075E10
AAA,2012.05.11.,,,,,,,,,HUF,,1.368709075E10
AAA,2012.05.14.,,,,,,,,,HUF,,1.368709075E10
AAA,2012.05.15.,,,,,,,,,HUF,,1.368709075E10
AAA,2012.05.16.,,,,,,,,,HUF,,1.368709075E10
AAA,2012.05.17.,205.0,9.0,1845.0,6.229951038325174,1,205.0,205.0,205.0,HUF,205.0,1.3890364375E10
AAA,2012.05.18.,,,,,,,,,HUF,,1.3890364375E10
AAA,2012.05.21.,217.0,1000.0,216800.0,729.0825934893732,2,216.0,216.0,217.0,HUF,216.8,1.4703458875E10
AAA,2012.05.22.,204.0,1000.0,204000.0,688.00377727564,1,204.0,204.0,204.0,HUF,204.0,1.38226065E10
AAA,2012.05.23.,204.0,100.0,20400.0,67.53625107594517,1,204.0,204.0,204.0,HUF,204.0,1.38226065E10
AAA,2012.05.24.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.05.25.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.05.29.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.05.30.,204.0,900.0,183600.0,614.334470989761,1,204.0,204.0,204.0,HUF,204.0,1.38226065E10
AAA,2012.05.31.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.06.01.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.06.04.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.06.05.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.06.06.,,,,,,,,,HUF,,1.38226065E10
AAA,2012.06.07.,200.0,100.0,20000.0,67.23819129265424,1,200.0,200.0,200.0,HUF,200.0,1.3551575E10
AAA,2012.06.08.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.06.11.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.06.12.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.06.13.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.06.14.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.06.15.,214.0,200.0,42800.0,144.66790603346288,1,214.0,214.0,214.0,HUF,214.0,1.450018525E10
AAA,2012.06.18.,,,,,,,,,HUF,,1.450018525E10
AAA,2012.06.19.,196.0,2.0,392.0,1.353497686623852,1,196.0,196.0,196.0,HUF,196.0,1.32805435E10
AAA,2012.06.20.,,,,,,,,,HUF,,1.32805435E10
AAA,2012.06.21.,198.0,1.0,198.0,0.6943226847143809,1,198.0,198.0,198.0,HUF,198.0,1.341605925E10
AAA,2012.06.22.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.06.25.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.06.26.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.06.27.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.06.28.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.06.29.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.07.02.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.07.03.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.07.04.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.07.05.,,,,,,,,,HUF,,1.341605925E10
AAA,2012.07.06.,200.0,284.0,56800.0,198.25479930191972,1,200.0,200.0,200.0,HUF,200.0,1.3551575E10
AAA,2012.07.09.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.07.10.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.07.11.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.07.12.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.07.13.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.07.16.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.07.17.,197.0,300.0,59853.0,208.14814814814815,3,200.0,197.0,200.0,HUF,199.51,1.3348301375E10
AAA,2012.07.18.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.19.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.20.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.23.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.24.,197.0,741.0,145977.0,507.18157181571814,1,197.0,197.0,197.0,HUF,197.0,1.3348301375E10
AAA,2012.07.25.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.26.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.27.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.30.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.07.31.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.08.01.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.08.02.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.08.03.,,,,,,,,,HUF,,1.3348301375E10
AAA,2012.08.06.,210.0,160.0,33600.0,121.43115287314782,1,210.0,210.0,210.0,HUF,210.0,1.422915375E10
AAA,2012.08.07.,193.0,962.0,187782.0,677.766548762001,6,197.0,193.0,197.0,HUF,195.1995841995842,1.3077269875E10
AAA,2012.08.08.,195.0,7009.0,1366755.0,4917.269293038316,3,195.0,195.0,195.0,HUF,195.0,1.3212785625E10
AAA,2012.08.09.,200.0,840.0,168000.0,606.0387431910826,2,200.0,200.0,200.0,HUF,200.0,1.3551575E10
AAA,2012.08.10.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.13.,,,,,,,,,HUF,,1.3551575E10
AAA,2012.08.14.,,,,,,,,,HUF,,1.3551575E10
