Név,Dátum,Utolsó ár,Forgalom (db),Forgalom (HUF érték),Forgalom (EUR érték),Kötések száma,Nyitó ár,Minimum ár,Maximum ár,Deviza,Átlag ár,Kapitalizáció
DELTA,2017.01.20.,1.7,220439.0,374746.3,1214.81554719917,6,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.01.23.,1.7,20000.0,34000.0,109.794297155036,1,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.01.24.,1.7,372100.0,632570.0,2039.561502498791,8,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.01.25.,1.6,223187.0,357099.2,1151.2644271068411,7,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.01.26.,1.5,101168.0,151752.0,488.4511394360757,8,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.01.27.,1.7,17823.0,28601.8,91.73123797305965,4,1.6,1.6,1.7,HUF,1.6047691185546764,8.82863125E7
DELTA,2017.01.30.,1.7,70000.0,119000.0,382.1451509312781,7,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.01.31.,,,,,,,,,HUF,,8.82863125E7
DELTA,2017.02.01.,1.7,114500.0,194650.0,626.8113608552843,5,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.02.02.,1.6,16251.0,26001.6,84.25664290343485,3,1.6,1.6,1.6,HUF,1.5999999999999999,8.3093E7
DELTA,2017.02.03.,1.7,1600.0,2720.0,8.796610717635264,2,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.02.06.,1.6,10520.0,16832.0,54.44606178230633,2,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.02.07.,1.6,3568.0,5708.8,18.430942080454574,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.02.08.,1.7,60808.0,103373.6,334.21791141286775,6,1.7,1.7,1.7,HUF,1.7000000000000002,8.82863125E7
DELTA,2017.02.09.,1.7,9404.0,15986.8,51.780786422232296,1,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.02.10.,1.6,24136.0,38617.6,125.21919584954605,5,1.6,1.6,1.6,HUF,1.5999999999999999,8.3093E7
DELTA,2017.02.13.,1.6,26989.0,43182.4,139.99805479007944,5,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.02.14.,1.7,29832.0,50724.4,164.46533947214837,7,1.7,1.7,1.8,HUF,1.7003352105122018,8.82863125E7
DELTA,2017.02.15.,1.6,250.0,400.0,1.297016861219196,1,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.02.16.,1.6,3542.0,5667.2,18.397013471838985,1,1.6,1.6,1.6,HUF,1.5999999999999999,8.3093E7
DELTA,2017.02.17.,1.6,5948.0,9516.8,30.913756699691405,3,1.6,1.6,1.6,HUF,1.5999999999999999,8.3093E7
DELTA,2017.02.20.,1.7,434.0,712.8,2.3124087591240876,3,1.6,1.6,1.7,HUF,1.6423963133640551,8.82863125E7
DELTA,2017.02.21.,1.7,9148.0,15079.8,49.0192764034717,7,1.6,1.6,1.7,HUF,1.6484258854394402,8.82863125E7
DELTA,2017.02.22.,1.7,23000.0,38200.0,124.3287225386493,2,1.6,1.6,1.7,HUF,1.6608695652173913,8.82863125E7
DELTA,2017.02.23.,1.6,18992.0,30387.2,98.6725548772568,4,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.02.24.,1.7,7988.0,12790.8,41.4505152634649,3,1.6,1.6,1.7,HUF,1.601251877816725,8.82863125E7
DELTA,2017.02.27.,1.6,30.0,48.0,0.15582391897156211,1,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.02.28.,1.7,2100.0,3460.0,11.244353449676645,3,1.6,1.6,1.7,HUF,1.6476190476190475,8.82863125E7
DELTA,2017.03.01.,1.5,274235.0,413485.4,1343.7502843586497,9,1.6,1.5,1.6,HUF,1.5077776359691506,7.78996875E7
DELTA,2017.03.02.,1.6,20000.0,32000.0,103.83542085794016,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.03.03.,1.6,65066.0,104005.6,335.621026815967,5,1.5,1.5,1.6,HUF,1.598463099007162,8.3093E7
DELTA,2017.03.06.,1.5,592396.0,914833.6,2954.602590188289,21,1.7,1.5,1.7,HUF,1.5442940195409827,7.78996875E7
DELTA,2017.03.07.,1.7,257150.0,437155.0,1412.1361889071939,16,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.03.08.,1.6,360367.0,590758.4,1905.5493193987486,12,1.6,1.6,1.7,HUF,1.6393243554487509,8.3093E7
DELTA,2017.03.09.,,,,,,,,,HUF,,8.3093E7
DELTA,2017.03.10.,1.6,30506.0,48809.6,156.4811490125673,4,1.6,1.6,1.6,HUF,1.5999999999999999,8.3093E7
DELTA,2017.03.13.,1.7,20000.0,34000.0,108.84876424638237,2,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.03.14.,1.6,40207.0,64336.2,206.0868729579089,5,1.6,1.6,1.7,HUF,1.6001243564553436,8.3093E7
DELTA,2017.03.16.,,,,,,,,,HUF,,8.3093E7
DELTA,2017.03.17.,1.6,300.0,480.0,1.5506380229365206,2,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.03.20.,1.6,58590.0,93744.0,303.6242914979757,6,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.03.21.,1.5,418267.0,627400.5,2032.7247691560021,13,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.03.22.,1.6,101000.0,162700.0,527.2197018794556,6,1.6,1.6,1.7,HUF,1.610891089108911,8.3093E7
DELTA,2017.03.23.,1.6,64010.0,102416.0,331.4862765406525,5,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.03.24.,1.6,189000.0,300400.0,970.9114414996768,3,1.5,1.5,1.6,HUF,1.5894179894179894,8.3093E7
DELTA,2017.03.27.,1.5,4068.0,6502.0,20.980284598754476,2,1.6,1.5,1.6,HUF,1.5983284169124876,7.78996875E7
DELTA,2017.03.28.,,,,,,,,,HUF,,7.78996875E7
DELTA,2017.03.29.,1.5,104250.0,156375.0,504.59825750242015,7,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.03.30.,1.6,53900.0,86240.0,278.1666290358998,6,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.03.31.,1.6,7200.0,11520.0,37.31778425655977,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.04.03.,1.5,97580.0,146370.0,473.39823409554,11,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.04.04.,1.5,9853.0,14779.5,47.820811492914,1,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.04.05.,1.6,19800.0,31680.0,102.2925411688731,1,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.04.06.,1.6,24340.0,36345.9,117.1201624077595,6,1.5,1.4,1.6,HUF,1.4932580115036977,8.3093E7
DELTA,2017.04.07.,,,,,,,,,HUF,,8.3093E7
DELTA,2017.04.10.,1.7,499528.0,835297.6,2689.389870890885,25,1.6,1.6,1.7,HUF,1.6721737320030108,8.82863125E7
DELTA,2017.04.11.,1.9,352279.0,662852.2,2127.7315186338396,27,1.8,1.8,1.9,HUF,1.8816114500154706,9.86729375E7
DELTA,2017.04.12.,1.9,212125.0,385237.5,1236.6777952553691,14,1.7,1.7,1.9,HUF,1.816087212728344,9.86729375E7
DELTA,2017.04.13.,,,,,,,,,HUF,,9.86729375E7
DELTA,2017.04.18.,1.9,58000.0,110200.0,352.16668797136646,7,1.9,1.9,1.9,HUF,1.9,9.86729375E7
DELTA,2017.04.19.,1.8,63000.0,114400.0,365.3668039985947,3,1.9,1.8,1.9,HUF,1.8158730158730159,9.3479625E7
DELTA,2017.04.20.,1.7,11258.0,20138.6,64.32207991312403,2,1.8,1.7,1.8,HUF,1.78882572392965,8.82863125E7
DELTA,2017.04.21.,1.7,107210.0,182257.0,581.1025379415892,4,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.04.24.,1.6,4078.0,6803.8,21.822438899223815,4,1.7,1.6,1.7,HUF,1.6684158901422266,8.3093E7
DELTA,2017.04.25.,1.7,144181.0,244499.0,784.2790697674419,15,1.6,1.6,1.7,HUF,1.695778223205554,8.82863125E7
DELTA,2017.04.26.,1.7,67000.0,113900.0,365.2748380475916,4,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.04.27.,1.7,61510.0,104567.0,334.44316509946907,6,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.04.28.,1.5,62279.0,93518.5,300.1717220349864,5,1.7,1.5,1.7,HUF,1.5016056776762632,7.78996875E7
DELTA,2017.05.02.,1.7,150.0,255.0,0.8169149447381068,1,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.05.03.,1.6,56649.0,96283.4,308.42270484976615,5,1.7,1.6,1.7,HUF,1.6996487140108385,8.3093E7
DELTA,2017.05.04.,1.6,98500.0,157600.0,504.7237790232186,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.05.05.,1.5,1520.0,2280.0,7.303946694003074,1,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.05.08.,1.7,156408.0,255852.8,820.3039435716576,7,1.6,1.6,1.7,HUF,1.6358037952022915,8.82863125E7
DELTA,2017.05.09.,1.7,22800.0,36490.0,117.01888849693744,3,1.6,1.6,1.7,HUF,1.600438596491228,8.82863125E7
DELTA,2017.05.10.,,,,,,,,,HUF,,8.82863125E7
DELTA,2017.05.11.,1.6,18015.0,28824.0,92.80700624637775,2,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.05.12.,1.7,123000.0,209100.0,673.8422867455125,8,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.05.15.,1.6,70220.0,107352.0,346.6993928433019,6,1.5,1.5,1.6,HUF,1.5287952150384505,8.3093E7
DELTA,2017.05.16.,1.5,1509.0,2263.5,7.329749684271882,2,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.05.17.,1.6,12993.0,21288.8,68.68019485756685,3,1.7,1.6,1.7,HUF,1.6384822596782882,8.3093E7
DELTA,2017.05.18.,1.5,11330.0,16995.0,54.82434917255395,2,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.05.19.,1.5,101826.0,152739.0,494.0611353711791,5,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.05.22.,1.6,6194.0,9909.9,32.11764705882353,4,1.6,1.5,1.6,HUF,1.599919276719406,8.3093E7
DELTA,2017.05.23.,1.7,10000.0,17000.0,55.04646569309977,1,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.05.24.,1.7,15010.0,24017.0,77.7123442808607,2,1.6,1.6,1.7,HUF,1.600066622251832,8.82863125E7
DELTA,2017.05.25.,1.7,130296.0,221503.2,719.0261637343375,8,1.7,1.7,1.7,HUF,1.7000000000000002,8.82863125E7
DELTA,2017.05.26.,,,,,,,,,HUF,,8.82863125E7
DELTA,2017.05.29.,,,,,,,,,HUF,,8.82863125E7
DELTA,2017.05.30.,1.6,40000.0,64000.0,207.7787156678138,2,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.05.31.,1.6,50000.0,80000.0,259.92592111248297,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.06.01.,1.5,2941.0,4411.5,14.34354272337105,1,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.06.02.,1.5,402264.0,603396.0,1957.4255498605073,15,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.06.06.,1.5,442088.0,642043.2,2087.4701693923334,11,1.5,1.4,1.5,HUF,1.4522972801795118,7.78996875E7
DELTA,2017.06.07.,1.7,158200.0,268920.0,871.5887729305762,8,1.6,1.6,1.7,HUF,1.6998735777496838,8.82863125E7
DELTA,2017.06.08.,1.7,62265.0,111850.5,362.78583244137394,4,1.8,1.7,1.8,HUF,1.7963623223319682,8.82863125E7
DELTA,2017.06.09.,1.8,31100.0,54980.0,178.6108764862582,5,1.8,1.7,1.8,HUF,1.767845659163987,9.3479625E7
DELTA,2017.06.12.,1.8,382500.0,683500.0,2221.680481066147,14,1.7,1.7,1.8,HUF,1.7869281045751635,9.3479625E7
DELTA,2017.06.13.,1.9,40000.0,76000.0,247.4844508124654,2,1.9,1.9,1.9,HUF,1.9,9.86729375E7
DELTA,2017.06.14.,1.8,52856.0,95140.8,310.440826182008,5,1.8,1.8,1.8,HUF,1.8,9.3479625E7
DELTA,2017.06.15.,1.6,41254.0,71735.2,233.86320662450282,6,1.8,1.6,1.8,HUF,1.7388665341542637,8.3093E7
DELTA,2017.06.16.,1.7,34000.0,57800.0,187.80868208994022,1,1.7,1.7,1.7,HUF,1.7,8.82863125E7
DELTA,2017.06.19.,,,,,,,,,HUF,,8.82863125E7
DELTA,2017.06.20.,1.6,139900.0,227830.0,739.5877292647298,2,1.7,1.6,1.7,HUF,1.6285203716940673,8.3093E7
DELTA,2017.06.21.,1.6,305125.0,488200.0,1577.3828756058158,10,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.06.22.,1.6,55755.0,89808.5,290.48258239803346,6,1.7,1.6,1.7,HUF,1.610770334499148,8.3093E7
DELTA,2017.06.23.,,,,,,,,,HUF,,8.3093E7
DELTA,2017.06.26.,1.6,10249.0,16398.4,53.01606802237238,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.06.27.,1.6,65000.0,104000.0,336.4280399831786,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.06.28.,1.6,47975.0,76760.0,247.69280413036466,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.06.29.,,,,,,,,,HUF,,8.3093E7
DELTA,2017.06.30.,1.7,2970.0,4952.0,16.032635089196102,3,1.6,1.6,1.7,HUF,1.6673400673400673,8.82863125E7
DELTA,2017.07.03.,1.6,6175.0,9880.0,31.98860325066373,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.07.04.,1.6,52800.0,84480.0,274.0632603406326,3,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.07.05.,1.5,101117.0,151675.5,492.3729913975004,8,1.5,1.5,1.5,HUF,1.5,7.78996875E7
DELTA,2017.07.06.,1.6,66400.0,106240.0,343.9078078466917,10,1.6,1.6,1.6,HUF,1.6,8.3093E7
DELTA,2017.07.07.,1.6,139553.0,223284.8,724.1982355993772,5,1.6,1.6,1.6,HUF,1.5999999999999999,8.3093E7
DELTA,2017.07.10.,1.7,187325.0,310620.0,1008.8668030790218,10,1.6,1.6,1.7,HUF,1.6581876417990125,8.82863125E7
DELTA,2017.07.11.,1.9,144223.0,263601.4,855.293316028553,13,1.8,1.8,1.9,HUF,1.8277348273160317,9.86729375E7
DELTA,2017.07.12.,2.2,1360479.0,2782235.4,9044.096479537106,31,1.9,1.9,2.2,HUF,2.0450410480426378,1.1425287500000001E8
DELTA,2017.07.13.,3.4,1507890.0,4885582.8,15894.276790942806,77,2.6,2.6,3.5,HUF,3.240012733024292,1.76572625E8
DELTA,2017.07.14.,2.5,518370.0,1674418.0,5462.493067562718,37,3.5,2.5,3.5,HUF,3.2301599243783397,1.298328125E8
DELTA,2017.07.17.,2.0,972931.0,2108662.0,6889.47626359983,45,2.4,2.0,2.4,HUF,2.1673294406283694,1.0386625E8
DELTA,2017.07.18.,2.1,82002.0,167204.2,545.260720691342,9,2.0,2.0,2.1,HUF,2.039025877417624,1.090595625E8
DELTA,2017.07.19.,2.2,81000.0,178200.0,581.7066005092381,10,2.2,2.2,2.2,HUF,2.2,1.1425287500000001E8
DELTA,2017.07.20.,2.6,400527.0,1025770.2,3351.2045476820545,16,2.2,2.2,2.6,HUF,2.561051314892629,1.35026125E8
DELTA,2017.07.21.,3.5,1511879.0,5192354.1,16995.69277601388,69,3.1,3.1,3.5,HUF,3.4343714675579196,1.817659375E8
DELTA,2017.07.24.,3.7,695512.0,2685311.8,8799.973127969852,44,4.0,3.7,4.0,HUF,3.860913686607851,1.921525625E8
DELTA,2017.07.25.,2.9,308232.0,859882.0,2815.7770646407753,21,3.6,2.5,3.6,HUF,2.789723325287446,1.506060625E8
DELTA,2017.07.26.,3.5,299889.0,1035467.0,3386.202949736747,17,3.0,3.0,3.6,HUF,3.4528342153263374,1.817659375E8
DELTA,2017.07.27.,3.6,111602.0,409586.6,1341.5433493825947,12,3.8,3.6,3.8,HUF,3.6700650525976233,1.8695925E8
DELTA,2017.07.28.,3.8,109000.0,394000.0,1290.2380718472673,9,3.6,3.6,3.8,HUF,3.614678899082569,1.97345875E8
DELTA,2017.07.31.,3.0,85746.0,261512.6,857.9246768584738,10,3.2,3.0,3.2,HUF,3.0498518881347234,1.55799375E8
DELTA,2017.08.01.,3.2,56533.0,183855.8,606.1846356742499,8,3.0,3.0,3.3,HUF,3.252185449206658,1.66186E8
DELTA,2017.08.02.,3.0,161846.0,490759.9,1617.0545981745693,12,3.1,3.0,3.1,HUF,3.0322646219245457,1.55799375E8
DELTA,2017.08.03.,3.4,224830.0,763882.0,2516.7435424354244,14,3.4,3.2,3.4,HUF,3.3975981852955566,1.76572625E8
DELTA,2017.08.04.,3.8,341070.0,1280595.0,4213.4537557990325,18,3.5,3.5,3.8,HUF,3.7546398100096754,1.97345875E8
DELTA,2017.08.07.,3.8,50000.0,190000.0,624.6096189881324,3,3.8,3.8,3.8,HUF,3.8,1.97345875E8
DELTA,2017.08.08.,3.3,56240.0,180471.6,592.8959558461186,5,3.5,3.2,3.5,HUF,3.208954480796586,1.713793125E8
DELTA,2017.08.09.,3.4,273015.0,935155.5,3067.6928880724317,11,3.7,3.4,3.7,HUF,3.425289819240701,1.76572625E8
DELTA,2017.08.10.,3.5,90000.0,297000.0,972.7180427733928,4,3.2,3.2,3.5,HUF,3.3,1.817659375E8
DELTA,2017.08.11.,3.7,358485.0,1318394.5,4309.746330620117,12,3.7,3.5,3.7,HUF,3.6776838640389418,1.921525625E8
DELTA,2017.08.14.,4.1,1701440.0,6867704.0,22572.56861133936,38,3.8,3.8,4.1,HUF,4.0364068083505735,2.1292581249999997E8
DELTA,2017.08.15.,5.6,1187958.0,7577994.7,24894.85775295664,87,4.9,4.9,7.0,HUF,6.379008938026429,2.908255E8
DELTA,2017.08.16.,5.9,393266.0,2326821.4,7657.292263138842,45,6.0,5.5,6.0,HUF,5.916660479166772,3.064054375E8
DELTA,2017.08.17.,5.9,545364.0,3217647.6,10582.626541687223,32,5.9,5.9,5.9,HUF,5.9,3.064054375E8
DELTA,2017.08.18.,5.3,92707.0,514438.5,1692.9558692862079,11,5.8,5.3,5.8,HUF,5.549079357545817,2.752455625E8
DELTA,2017.08.21.,4.6,111830.0,541150.0,1782.6201535066048,14,5.0,4.6,5.0,HUF,4.83904140212823,2.3889237499999997E8
DELTA,2017.08.22.,4.4,120839.0,531731.6,1750.038177988415,15,4.6,4.4,4.6,HUF,4.40033101895911,2.2850575000000003E8
DELTA,2017.08.23.,4.6,110892.0,501538.2,1653.0593276203033,17,4.5,4.5,4.6,HUF,4.522762688020777,2.3889237499999997E8
DELTA,2017.08.24.,4.8,89454.0,434545.8,1434.9022586184124,15,5.0,4.8,5.0,HUF,4.857757059494265,2.49279E8
DELTA,2017.08.25.,4.8,166836.0,815712.8,2681.060969597371,16,4.7,4.7,5.3,HUF,4.889309261790022,2.49279E8
DELTA,2017.08.28.,5.7,197319.0,1095318.3,3601.5990398526897,25,5.0,5.0,5.7,HUF,5.551002691073845,2.960188125E8
DELTA,2017.08.29.,5.9,300799.0,1792509.1,5879.585069045823,30,6.0,5.9,6.0,HUF,5.9591591062470295,3.064054375E8
DELTA,2017.08.30.,6.1,1952381.0,1.1899786E7,38912.35080605605,36,6.0,6.0,6.1,HUF,6.095012192804581,3.167920625E8
DELTA,2017.08.31.,8.0,1415309.0,1.04624984E7,34175.535375971784,60,7.0,7.0,8.0,HUF,7.392377494949867,4.15465E8
DELTA,2017.09.01.,8.4,1770338.0,1.48708392E7,48737.67435762978,75,8.4,8.4,8.4,HUF,8.4,4.3623825E8
DELTA,2017.09.04.,9.0,2075855.0,1.85913816E7,60756.149019607845,73,8.6,8.6,9.0,HUF,8.956011667481592,4.67398125E8
DELTA,2017.09.05.,14.0,2151171.0,2.4016232E7,78430.59338362562,123,9.5,9.5,14.0,HUF,11.164259838013807,7.2706375E8
DELTA,2017.09.06.,15.0,2303331.0,3.4549965E7,112735.22693901522,166,15.0,15.0,15.0,HUF,15.0,7.78996875E8
DELTA,2017.09.07.,11.0,3447520.0,3.82404276E7,124960.55029083068,160,13.0,9.9,13.0,HUF,11.092155404464659,5.71264375E8
DELTA,2017.09.08.,11.0,1740341.0,2.1179378E7,69213.65359477124,92,14.0,11.0,14.0,HUF,12.16967134601782,5.71264375E8
DELTA,2017.09.11.,11.0,1268323.0,1.26658951E7,41331.03312122695,82,11.0,9.0,11.0,HUF,9.986332424784537,5.71264375E8
DELTA,2017.09.12.,12.0,382178.0,4452186.0,14513.580649367585,51,11.0,11.0,12.0,HUF,11.649508867595728,6.231975E8
DELTA,2017.09.13.,13.0,899190.0,1.149602E7,37368.41763099727,75,12.0,12.0,13.0,HUF,12.78486193129372,6.75130625E8
DELTA,2017.09.14.,12.0,472457.0,6225354.0,20189.24598670342,53,14.0,12.0,14.0,HUF,13.176551516857618,6.231975E8
DELTA,2017.09.15.,13.0,424221.0,5303132.0,17171.130682554074,31,12.0,12.0,13.0,HUF,12.500871008271632,6.75130625E8
DELTA,2017.09.18.,14.0,1687282.0,2.2705431E7,73354.54075533875,73,12.0,12.0,14.0,HUF,13.45680864253871,7.2706375E8
DELTA,2017.09.19.,18.0,4152437.0,6.832929E7,220915.90688651794,177,14.0,14.0,18.0,HUF,16.455226172004537,9.3479625E8
DELTA,2017.09.20.,26.0,6079160.0,1.38102115E8,447772.89086310874,425,19.0,19.0,26.0,HUF,22.71730222596543,1.35026125E9
DELTA,2017.09.21.,20.0,4714434.0,1.2127165E8,391085.3300654649,413,27.0,20.0,29.0,HUF,25.72348027355988,1.0386625E9
DELTA,2017.09.22.,22.0,1578126.0,3.6551184E7,117967.93183578622,180,26.0,21.0,26.0,HUF,23.16113162066907,1.14252875E9
DELTA,2017.09.25.,25.0,1102638.0,2.6865666E7,86599.1876994488,128,23.0,23.0,25.0,HUF,24.364901264059466,1.298328125E9
DELTA,2017.09.26.,20.0,762976.0,1.6689494E7,53663.967845659165,123,24.0,20.0,24.0,HUF,21.87420574172713,1.0386625E9
DELTA,2017.09.27.,21.0,736514.0,1.530225E7,49069.26406926406,64,20.0,20.0,21.0,HUF,20.77659080479122,1.090595625E9
DELTA,2017.09.28.,20.0,416044.0,8459980.0,27198.135348014788,60,21.0,20.0,21.0,HUF,20.334339637153764,1.0386625E9
DELTA,2017.09.29.,18.0,613453.0,1.1011154E7,35379.4749863445,87,19.0,17.0,19.0,HUF,17.949466381287564,9.3479625E8
DELTA,2017.10.02.,18.0,1002693.0,1.7412474E7,55961.67121966898,94,17.0,17.0,18.0,HUF,17.36570814795755,9.3479625E8
DELTA,2017.10.03.,25.0,1830823.0,4.3864586E7,140731.45112130643,187,20.0,20.0,25.0,HUF,23.958944146976524,1.298328125E9
DELTA,2017.10.04.,23.0,719632.0,1.6862308E7,54184.79434447301,96,25.0,23.0,25.0,HUF,23.43184850034462,1.194461875E9
DELTA,2017.10.05.,23.0,377228.0,8657467.0,27806.221294363255,48,22.0,22.0,23.0,HUF,22.950223737368383,1.194461875E9
DELTA,2017.10.06.,23.0,326920.0,7773468.0,24945.343687824916,53,24.0,23.0,24.0,HUF,23.777890615441088,1.194461875E9
DELTA,2017.10.09.,23.0,344101.0,7914323.0,25335.562455983098,51,23.0,23.0,23.0,HUF,23.0,1.194461875E9
DELTA,2017.10.10.,25.0,465231.0,1.1239041E7,36145.36888145623,72,23.0,23.0,25.0,HUF,24.157979584335525,1.298328125E9
DELTA,2017.10.11.,26.0,879984.0,2.2806384E7,73583.22255920501,108,25.0,25.0,26.0,HUF,25.916816669393988,1.35026125E9
DELTA,2017.10.12.,23.0,1425053.0,3.3786831E7,109250.56910043329,128,27.0,23.0,27.0,HUF,23.709175027174428,1.194461875E9
DELTA,2017.10.13.,27.0,783990.0,1.984675E7,64366.446130894474,75,24.0,24.0,27.0,HUF,25.315055038967333,1.402194375E9
DELTA,2017.10.16.,28.0,821713.0,2.3007964E7,74686.63247419333,111,28.0,28.0,28.0,HUF,28.0,1.4541275E9
DELTA,2017.10.17.,27.0,420553.0,1.1553841E7,37531.96790540541,64,28.0,27.0,28.0,HUF,27.472972490982112,1.402194375E9
DELTA,2017.10.18.,27.0,195392.0,5216227.0,16927.5580074639,50,26.0,26.0,27.0,HUF,26.696215812315756,1.402194375E9
DELTA,2017.10.19.,26.0,410669.0,1.0677394E7,34615.165661674124,55,26.0,26.0,26.0,HUF,26.0,1.35026125E9
DELTA,2017.10.20.,30.0,1078299.0,3.0122746E7,97791.59822095251,96,26.0,26.0,30.0,HUF,27.935429783390322,1.55799375E9
DELTA,2017.10.24.,33.0,596148.0,1.9672884E7,63779.815205057545,130,33.0,33.0,33.0,HUF,33.0,1.713793125E9
DELTA,2017.10.25.,34.0,510467.0,1.7355878E7,55923.563718382466,111,34.0,34.0,34.0,HUF,34.0,1.76572625E9
